street,level,precip,Libur,day,ROAD_CLOSED
Arah Moh Toha/Kopo/Padalarang,0,0.4,0,Monday,0
Cisatu,0,0.4,0,Monday,0
Dangdeur Indah 3,0,0.4,0,Monday,0
Jupiter Barat Utama 1,0,0.4,0,Monday,0
Marga Makmur,0,0.4,0,Monday,0
Pasirjati Timur,0,0.4,0,Monday,0
Sakura Hegar,0,0.4,0,Monday,0
Sekemala,0,0.4,0,Monday,0
Setra Asri Regency,0,0.4,0,Monday,0
Setra Regency,0,0.4,0,Monday,0
Sindangari,0,0.4,0,Monday,0
Taman Holis Indah,0,0.4,0,Monday,0
Arah Kopo/Pasir Koja/Padalarang,0,0.4,0,Monday,0
Bumi Harapan,0,0.4,0,Monday,0
Dadali,0,0.4,0,Monday,0
Ermawar,0,0.4,0,Monday,0
Jalan Brantas,0,0.4,0,Monday,0
Mega Warna,0,0.4,0,Monday,0
Merkuri Tengah,0,0.4,0,Monday,0
Rasamala,0,0.4,0,Monday,0
Setra Dago Utara 3,0,0.4,0,Monday,0
Setra Murni,0,0.4,0,Monday,0
Hasan Ali,0,0.4,0,Monday,0
Jalan Cipunagara,0,0.4,0,Monday,0
Jalan Cisebe,0,0.4,0,Monday,0
Jalan Kadipaten,0,0.4,0,Monday,0
Kyai Gede Utama,0,0.4,0,Monday,0
Muhammad Yamin,0,0.4,0,Monday,0
Nana Rohana,0,0.4,0,Monday,0
Olah Raga 1,0,0.4,0,Monday,0
Ruslan Abdulgani,0,0.4,0,Monday,0
Sagitarius,0,0.4,0,Monday,0
Salendro Utara,0,0.4,0,Monday,0
Suryalaya 3,0,0.4,0,Monday,0
Babakan Irigasi,0,0.4,0,Monday,0
Batununggal Indah 8,0,0.4,0,Monday,0
Cisitu Indah 4,0,0.4,0,Monday,0
Kidang Pananjung,0,0.4,0,Monday,0
Merah Delima 1,0,0.4,0,Monday,0
Pasirjati Utama,0,0.4,0,Monday,0
Pasirluyu Barat,0,0.4,0,Monday,0
Pertamina,0,0.4,0,Monday,0
Perumahan Griya Winaya,0,0.4,0,Monday,0
Raden Medang Kamulan,0,0.4,0,Monday,0
Srimahi,0,0.4,0,Monday,0
Sumber Resik,0,0.4,0,Monday,0
TKI 2 Blok 1A,0,0.4,0,Monday,0
The Green City View,0,0.4,0,Monday,0
Babakan Baru,0,0.4,0,Monday,0
De' Marrakesh,0,0.4,0,Monday,0
Haji Abun,0,0.4,0,Monday,0
Idi Adimaja,0,0.4,0,Monday,0
Jalan Raya Marga Asih,0,0.4,0,Monday,0
Pusdikmin Lemdikpol,0,0.4,0,Monday,0
Rereng Wulung,0,0.4,0,Monday,0
Arah Kopo/Moh Toha/Cileunyi,0,0.4,0,Monday,0
Jalan Banjarsari Raya,0,0.4,0,Monday,0
Jalan Buton,0,0.4,0,Monday,0
Jalaprang,0,0.4,0,Monday,0
Kaswari,0,0.4,0,Monday,0
Maleer Indah 1,0,0.4,0,Monday,0
Margaluyu,0,0.4,0,Monday,0
PLN,0,0.4,0,Monday,0
Parakan Asri,0,0.4,0,Monday,0
Sukamekar 3,0,0.4,0,Monday,0
Sumber Sugih,0,0.4,0,Monday,0
Tirtasari,0,0.4,0,Monday,0
Windu,0,0.4,0,Monday,0
Akuntansi,0,0.4,0,Monday,0
Aria Timur,0,0.4,0,Monday,0
Burung Tungku,0,0.4,0,Monday,0
El-Verde Green Living,0,0.4,0,Monday,0
Gondang,0,0.4,0,Monday,0
Junjunan Dalam,0,0.4,0,Monday,0
Pasirluyu Selatan,0,0.4,0,Monday,0
Perumahan Cinambo Indah,0,0.4,0,Monday,0
Pilar Kencana,0,0.4,0,Monday,0
Sukabumi Dalam,0,0.4,0,Monday,0
Sukawarna Baru,0,0.4,0,Monday,0
Taruna,0,0.4,0,Monday,0
Tikukur,0,0.4,0,Monday,0
Budhi Indah Permai 2,0,0.4,0,Monday,0
Cijawura Girang 5,0,0.4,0,Monday,0
Puri Dago Timur,0,0.4,0,Monday,0
Ranggagempol,0,0.4,0,Monday,0
Setrawangi 1,0,0.4,0,Monday,0
Taurus,0,0.4,0,Monday,0
Terusan Suryani,0,0.4,0,Monday,0
Permata Bumi Raya,0,0.4,0,Monday,0
Terusan Padasuka,0,0.4,0,Monday,0
Ciroyom Barat,0,0.4,0,Monday,0
Haji Achsan,0,0.4,0,Monday,0
Jupiter Tengah,0,0.4,0,Monday,0
Negla Utara,0,0.4,0,Monday,0
Sarimanis,0,0.4,0,Monday,0
Satria Raya 3,0,0.4,0,Monday,0
Sekepanjang 3,0,0.4,0,Monday,0
Arum Sari 1,0,0.4,0,Monday,0
Babakan Jeruk 3,0,0.4,0,Monday,0
Cilimus,0,0.4,0,Monday,0
Ence Azis,0,0.4,0,Monday,0
Fokker Tengah 1,0,0.4,0,Monday,0
Jalan Cianjur,0,0.4,0,Monday,0
Maleber Barat,0,0.4,0,Monday,0
Menteron,0,0.4,0,Monday,0
Pasirluyu Timur,0,0.4,0,Monday,0
RH Hasan Saputra,0,0.4,0,Monday,0
Riung Damai,0,0.4,0,Monday,0
Samoja,0,0.4,0,Monday,0
Sindangsari,0,0.4,0,Monday,0
Terusan Holis,0,0.4,0,Monday,0
Dadali 3,0,0.4,0,Monday,0
Dr Abdul Rivai,0,0.4,0,Monday,0
Jalan Madura,0,0.4,0,Monday,0
Pawenang Cluster,0,0.4,0,Monday,0
Permata Permai 12,0,0.4,0,Monday,0
Sawah Baru,0,0.4,0,Monday,0
Batu Basal,0,0.4,0,Monday,0
Bukit Maribaya,0,0.4,0,Monday,0
Dangdeur Indah,0,0.4,0,Monday,0
Gedung 9,0,0.4,0,Monday,0
Gempol Kulon,0,0.4,0,Monday,0
Jalan Cirebon,0,0.4,0,Monday,0
Kencana Asri,0,0.4,0,Monday,0
Madesa,0,0.4,0,Monday,0
Mekar Sari,0,0.4,0,Monday,0
Pawenang,0,0.4,0,Monday,0
Sehati 4,0,0.4,0,Monday,0
Sumbersari,0,0.4,0,Monday,0
Terusan Megasari,0,0.4,0,Monday,0
Jalan Kolam,0,0.4,0,Monday,0
Jalan Singaraja,0,0.4,0,Monday,0
Kartika 1,0,0.4,0,Monday,0
Kembar Timur 2,0,0.4,0,Monday,0
Nursijan,0,0.4,0,Monday,0
Terusan Cikutra Baru,0,0.4,0,Monday,0
Batik Halus,0,0.4,0,Monday,0
Batununggal Lestari,0,0.4,0,Monday,0
Kacapiring,0,0.4,0,Monday,0
Riung Sekar,0,0.4,0,Monday,0
Setra Murni Atas,0,0.4,0,Monday,0
Tubagus Ismail 14,0,0.4,0,Monday,0
Arah Pasir Koja/Leuwi Panjang/Jamika,0,0.4,0,Monday,0
Dago Asri 3,0,0.4,0,Monday,0
Jalan Babakan Situ,0,0.4,0,Monday,0
Kencana Wangi Timur,0,0.4,0,Monday,0
Melong 4,0,0.4,0,Monday,0
Mutiara 4,0,0.4,0,Monday,0
Rajawali 2,0,0.4,0,Monday,0
Riung Bandung Raya,0,0.4,0,Monday,0
Sumber Endah,0,0.4,0,Monday,0
Grand Valley Ujung Berung,0,0.4,0,Monday,0
Mutiara,0,0.4,0,Monday,0
Panaitan,0,0.4,0,Monday,0
Puri Ayu Pratama,0,0.4,0,Monday,0
Abdul Halim,0,0.4,0,Monday,0
Golf Selatan,0,0.4,0,Monday,0
Nata Endah 8,0,0.4,0,Monday,0
Plered,0,0.4,0,Monday,0
Puri Dago Raya,0,0.4,0,Monday,0
Skanda,0,0.4,0,Monday,0
de' Elgran Residence,0,0.4,0,Monday,0
Ajudan Jenderal,0,0.4,0,Monday,0
Cidurian,0,0.4,0,Monday,0
Citra Green Garden,0,0.4,0,Monday,0
Girang Barat,0,0.4,0,Monday,0
Sarikaso 3,0,0.4,0,Monday,0
Batu Indah,0,0.4,0,Monday,0
Bekamin,0,0.4,0,Monday,0
Gajah,0,0.4,0,Monday,0
Gupusal,0,0.4,0,Monday,0
Haji Sanusi,0,0.4,0,Monday,0
Jalan Kampus 1,0,0.4,0,Monday,0
Jamika Lama,0,0.4,0,Monday,0
Taman Cibaduyut Indah Blok J,0,0.4,0,Monday,0
Taman Holis Indah 2,0,0.4,0,Monday,0
Batu Indah 3,0,0.4,0,Monday,0
Bayangkara,0,0.4,0,Monday,0
Dalem Wangi,0,0.4,0,Monday,0
Mekar Sari 1,0,0.4,0,Monday,0
Multatuli,0,0.4,0,Monday,0
Nilem,0,0.4,0,Monday,0
Muara Sari 5,0,0.4,0,Monday,0
Palem Raya,0,0.4,0,Monday,0
Silverstone,0,0.4,0,Monday,0
Suryani,0,0.4,0,Monday,0
Terjun Tandom,0,0.4,0,Monday,0
Asrama Kipal,0,0.4,0,Monday,0
Bojong Kokosan,0,0.4,0,Monday,0
Gandasari,0,0.4,0,Monday,0
Karang Tineung Indah 3,0,0.4,0,Monday,0
Kaum Kaler,0,0.4,0,Monday,0
Kembar Barat,0,0.4,0,Monday,0
Melania,0,0.4,0,Monday,0
Pasir Impun Atas,0,0.4,0,Monday,0
Setrawangi,0,0.4,0,Monday,0
Singgasana Raya,0,0.4,0,Monday,0
Situ,0,0.4,0,Monday,0
Abadi 1,0,0.4,0,Monday,0
Aeromodeling,0,0.4,0,Monday,0
Batununggal Mulia 5,0,0.4,0,Monday,0
Cigugur Tengah,0,0.4,0,Monday,0
Cisatu 2,0,0.4,0,Monday,0
MTC 2,0,0.4,0,Monday,0
Mekar Harum,0,0.4,0,Monday,0
Mundinglaya,0,0.4,0,Monday,0
Peuris,0,0.4,0,Monday,0
Sastra,0,0.4,0,Monday,0
Tanjung Sari Asri,0,0.4,0,Monday,0
Terusan Sukup Baru,0,0.4,0,Monday,0
Batu Raden 2,0,0.4,0,Monday,0
Dederuk,0,0.4,0,Monday,0
Jalan Flores,0,0.4,0,Monday,0
Mega Raya 3,0,0.4,0,Monday,0
Mekar Biru Raya,0,0.4,0,Monday,0
Puter,0,0.4,0,Monday,0
Raden Mertalaya,0,0.4,0,Monday,0
Rajamantri 3,0,0.4,0,Monday,0
Setra Indah,0,0.4,0,Monday,0
Setra Murni Tengah 2,0,0.4,0,Monday,0
Setrasari Kulon,0,0.4,0,Monday,0
Sindangbarang,0,0.4,0,Monday,0
Srigading,0,0.4,0,Monday,0
Wijayakusumah,0,0.4,0,Monday,0
Kavling Geologi,0,0.4,0,Monday,0
Kencana Arum 5,0,0.4,0,Monday,0
Pasir Salam 8,0,0.4,0,Monday,0
Sukakarya 2,0,0.4,0,Monday,0
Cihaur,0,0.4,0,Monday,0
Dahlia,0,0.4,0,Monday,0
Dirgantara,0,0.4,0,Monday,0
Kiara Sari 3,0,0.4,0,Monday,0
Sindangsari 1,0,0.4,0,Monday,0
Batununggal Mulia 4,0,0.4,0,Monday,0
Gempol Asri Raya,0,0.4,0,Monday,0
Jalan G ITB,0,0.4,0,Monday,0
Kembang Sepatu,0,0.4,0,Monday,0
Padasuka Ideal Residence,0,0.4,0,Monday,0
Pasir Subur,0,0.4,0,Monday,0
Sadang Tengah,0,0.4,0,Monday,0
Cikutra Baru 4,0,0.4,0,Monday,0
Pak Gatot 5,0,0.4,0,Monday,0
Polo Air,0,0.4,0,Monday,0
Rancagoong,0,0.4,0,Monday,0
Batununggal Indah 5,0,0.4,0,Monday,0
Ciganitri Mukti,0,0.4,0,Monday,0
Cijerah 2,0,0.4,0,Monday,0
Golf Timur,0,0.4,0,Monday,0
Kusuma Lestari,0,0.4,0,Monday,0
Batununggal Molek 1,0,0.4,0,Monday,0
Batununggal Permai 2,0,0.4,0,Monday,0
Jalan I ITB,0,0.4,0,Monday,0
Mekar Sejati,0,0.4,0,Monday,0
Muara,0,0.4,0,Monday,0
Sukamulya Indah 2,0,0.4,0,Monday,0
Yakin,0,0.4,0,Monday,0
Awi Bitung,0,0.4,0,Monday,0
Grand Panoramic,0,0.4,0,Monday,0
Resko,0,0.4,0,Monday,0
Simpang Industri,0,0.4,0,Monday,0
Venus Barat 6,0,0.4,0,Monday,0
Arah Tol Soroja/Pasteur/Padalarang,0,0.4,0,Monday,0
Babakan Jeruk 3D,0,0.4,0,Monday,0
Babakan Tarogong,0,0.4,0,Monday,0
Cijawura Girang 4,0,0.4,0,Monday,0
Cikutra Baru Raya,0,0.4,0,Monday,0
Cilentah,0,0.4,0,Monday,0
Nyland,0,0.4,0,Monday,0
Permata Taman Sari Raya,0,0.4,0,Monday,0
Sekejati 3,0,0.4,0,Monday,0
Sukahaji Baru,0,0.4,0,Monday,0
Cipedes Selatan,0,0.4,0,Monday,0
Gempol Asri 1,0,0.4,0,Monday,0
Kapten Abdul Hamid,0,0.4,0,Monday,0
MTC Timur,0,0.4,0,Monday,0
Padasuka Suci Residence,0,0.4,0,Monday,0
Pinus 4,0,0.4,0,Monday,0
Setra Dago Utara 6,0,0.4,0,Monday,0
Suka Senang 5,0,0.4,0,Monday,0
Teluk Buyung Kaler,0,0.4,0,Monday,0
Ujungberung Indah Ceria,0,0.4,0,Monday,0
Arah Pasir Koja/Jamika,0,0.4,0,Monday,0
Banjarsari 13,0,0.4,0,Monday,0
Elektro,0,0.4,0,Monday,0
Gegerkalong Lebak,0,0.4,0,Monday,0
Kancra,0,0.4,0,Monday,0
Persada 2,0,0.4,0,Monday,0
Sirnagalih,0,0.4,0,Monday,0
Babakan Cianjur,0,0.4,0,Monday,0
Jalan Ciwulan,0,0.4,0,Monday,0
Kawaluyaan Indah 15,0,0.4,0,Monday,0
Permai 1,0,0.4,0,Monday,0
Suryalaya 17,0,0.4,0,Monday,0
Taman Pinus,0,0.4,0,Monday,0
Arah Pasteur/Padalarang/Jakarta,0,0.4,0,Monday,0
Jumbojet Raya,0,0.4,0,Monday,0
Maleer Indah 2,0,0.4,0,Monday,0
Mars Raya,0,0.4,0,Monday,0
Perumahan Bumi Indah,0,0.4,0,Monday,0
Satrugna,0,0.4,0,Monday,0
Suryalaya Indah,0,0.4,0,Monday,0
Holis Permai 8,0,0.4,0,Monday,0
Jalan Pesantren Wetan,0,0.4,0,Monday,0
Kembar Baru,0,0.4,0,Monday,0
Satria Kulon 4,0,0.4,0,Monday,0
Babakan Jeruk 8,0,0.4,0,Monday,0
Gegerkalong Tonggoh 4,0,0.4,0,Monday,0
Jalan Serang,0,0.4,0,Monday,0
Abadi Regency,0,0.4,0,Monday,0
Arah Banjaran/Baleendah/Bojongsoang,0,0.4,0,Monday,0
Gang Minyak Tanah,0,0.4,0,Monday,0
Kapten Tendean,0,0.4,0,Monday,0
Kastuba,0,0.4,0,Monday,0
Lembah Pakar Timur,0,0.4,0,Monday,0
Mekar Asih 1,0,0.4,0,Monday,0
Sanggar Kencana 6,0,0.4,0,Monday,0
Yudawastu Pramuka 4,0,0.4,0,Monday,0
Bumi Parakan Asri,0,0.4,0,Monday,0
Giri Mekar Indah,0,0.4,0,Monday,0
Karangarum 2,0,0.4,0,Monday,0
Kasturi 1,0,0.4,0,Monday,0
Kencana Puri 4,0,0.4,0,Monday,0
Leuwi Anyar,0,0.4,0,Monday,0
Titiran,0,0.4,0,Monday,0
Yuda,0,0.4,0,Monday,0
Alun-alun Timur,0,0.012,0,Tuesday,0
Arah Cihampelas/Pasteur/Pajajaran,0,0.012,0,Tuesday,0
Arah Mustang/Cibogo/Gunung Batu,0,0.012,0,Tuesday,0
Badak Singa,0,0.012,0,Tuesday,0
Bahureksa,0,0.012,0,Tuesday,0
Bojong Koneng Atas,0,0.012,0,Tuesday,0
Bukit Raya,0,0.012,0,Tuesday,0
Cibodas Raya,0,0.012,0,Tuesday,0
Cibogo,0,0.012,0,Tuesday,0
Cibogo Atas,0,0.012,0,Tuesday,0
Cicendo,0,0.012,0,Tuesday,0
Cijengkol Cidahli,0,0.012,0,Tuesday,0
Cijerokaso,0,0.012,0,Tuesday,0
Cikuray,0,0.012,0,Tuesday,0
Cinangka,0,0.012,0,Tuesday,0
Citra Green,0,0.012,0,Tuesday,0
Cukangkawung,0,0.012,0,Tuesday,0
DR Ir Sukarno,0,0.012,0,Tuesday,0
Dago Giri,0,0.012,0,Tuesday,0
Dakota Raya,0,0.012,0,Tuesday,0
Dr Cipto Mangunkusumo,0,0.012,0,Tuesday,0
Dr Radjiman,0,0.012,0,Tuesday,0
Emong,0,0.012,0,Tuesday,0
Gamal Abdel Nasser,0,0.012,0,Tuesday,0
Ganesha,0,0.012,0,Tuesday,0
Griya Cempaka Arum,0,0.012,0,Tuesday,0
Gunung Batu Dalam,0,0.012,0,Tuesday,0
Hasanudin,0,0.012,0,Tuesday,0
Inhoftank,0,0.012,0,Tuesday,0
Jalan Cilaki,0,0.012,0,Tuesday,0
Jalan Cimanuk,0,0.012,0,Tuesday,0
Jalan Cisangkuy,0,0.012,0,Tuesday,0
Jalan Halmahera,0,0.012,0,Tuesday,0
Jalan Progo,0,0.012,0,Tuesday,0
Jalan Sabang,0,0.012,0,Tuesday,0
Jalan Serayu,0,0.012,0,Tuesday,0
Jalan Sukabumi,0,0.012,0,Tuesday,0
Jalan Ternate,0,0.012,0,Tuesday,0
Jatihandap Timur,0,0.012,0,Tuesday,0
Kamuning,0,0.012,0,Tuesday,0
Karang Sari,0,0.012,0,Tuesday,0
Karang Tinggal,0,0.012,0,Tuesday,0
Karasak Utara 4,0,0.012,0,Tuesday,0
Lamping,0,0.012,0,Tuesday,0
Makmur,0,0.012,0,Tuesday,0
Mangga,0,0.012,0,Tuesday,0
Mekar Utama,0,0.012,0,Tuesday,0
Melong 1,0,0.012,0,Tuesday,0
Muara Sari 2,0,0.012,0,Tuesday,0
Pada Lestari,0,0.012,0,Tuesday,0
Palem 3,0,0.012,0,Tuesday,0
Panumbang Jaya,0,0.012,0,Tuesday,0
Pasar Kordon,0,0.012,0,Tuesday,0
Pasir Leutik,0,0.012,0,Tuesday,0
Permata Permai 14,0,0.012,0,Tuesday,0
Pluto Raya,0,0.012,0,Tuesday,0
Pulo Laut,0,0.012,0,Tuesday,0
Puri Dago Selatan,0,0.012,0,Tuesday,0
Rancakendal,0,0.012,0,Tuesday,0
Rancamalang,0,0.012,0,Tuesday,0
Rancasawo,0,0.012,0,Tuesday,0
Reog,0,0.012,0,Tuesday,0
Sadakeling,0,0.012,0,Tuesday,0
Salak,0,0.012,0,Tuesday,0
Salendro,0,0.012,0,Tuesday,0
Sasak Gantung,0,0.012,0,Tuesday,0
Setrasari Plasa,0,0.012,0,Tuesday,0
Sindang Sari,0,0.012,0,Tuesday,0
TPU Cikadut,0,0.012,0,Tuesday,0
Taman Cibeunying Kidul,0,0.012,0,Tuesday,0
Taman Cibeunying Utara,0,0.012,0,Tuesday,0
Tera,0,0.012,0,Tuesday,0
Terusan Mulyasari,0,0.012,0,Tuesday,0
Tol Pasir Koja,0,0.012,0,Tuesday,0
Tongkeng,0,0.012,0,Tuesday,0
Wastukencana,0,0.012,0,Tuesday,0
Westhoff,0,0.012,0,Tuesday,0
Antapani Lama,0,0.012,0,Tuesday,0
Antapani Town House,0,0.012,0,Tuesday,0
Arah Tamansari/Dago/Surapati,0,0.012,0,Tuesday,0
Arjuna,0,0.012,0,Tuesday,0
Babakan Loa,0,0.012,0,Tuesday,0
Babakan Sari 2,0,0.012,0,Tuesday,0
Bapak Husen,0,0.012,0,Tuesday,0
Bojong Indah,0,0.012,0,Tuesday,0
Bojong Loa,0,0.012,0,Tuesday,0
Bojong Loa Kaler,0,0.012,0,Tuesday,0
Bukit Pakar Timur,0,0.012,0,Tuesday,0
Bulevar Barat,0,0.012,0,Tuesday,0
Bulevar Selatan,0,0.012,0,Tuesday,0
Cibiru Hilir,0,0.012,0,Tuesday,0
Cigadung Raya Timur,0,0.012,0,Tuesday,0
Cilengkrang 2,0,0.012,0,Tuesday,0
Cipaku Indah 4,0,0.012,0,Tuesday,0
Dakota,0,0.012,0,Tuesday,0
Exit Kopo/Soreang,0,0.012,0,Tuesday,0
Gagak,0,0.012,0,Tuesday,0
Gang Haji Mesri,0,0.012,0,Tuesday,0
Guntur,0,0.012,0,Tuesday,0
Haji Hasan,0,0.012,0,Tuesday,0
Haji Samsudin,0,0.012,0,Tuesday,0
Jalan Baranangsiang,0,0.012,0,Tuesday,0
Jalan Cisokan,0,0.012,0,Tuesday,0
Jalan Galunggung,0,0.012,0,Tuesday,0
Jalan Gunung Kareumbi,0,0.012,0,Tuesday,0
Jalan Pasar Induk,0,0.012,0,Tuesday,0
Jalan Subang,0,0.012,0,Tuesday,0
Jambatan Opat,0,0.012,0,Tuesday,0
Japati,0,0.012,0,Tuesday,0
Jupiter Barat,0,0.012,0,Tuesday,0
Kampung Padi,0,0.012,0,Tuesday,0
Kawaluyaan Indah Raya,0,0.012,0,Tuesday,0
Melongsari,0,0.012,0,Tuesday,0
Menjangan,0,0.012,0,Tuesday,0
PDAM,0,0.012,0,Tuesday,0
Panatayuda,0,0.012,0,Tuesday,0
Pangarang,0,0.012,0,Tuesday,0
Pasirluyu,0,0.012,0,Tuesday,0
Pecinan Lama,0,0.012,0,Tuesday,0
Perumahan Bumi Panyileukan,0,0.012,0,Tuesday,0
Pinus Raya Barat,0,0.012,0,Tuesday,0
Riung Purna Raya,0,0.012,0,Tuesday,0
Sadang Serang,0,0.012,0,Tuesday,0
Setra Indah 2,0,0.012,0,Tuesday,0
Tengku Angkasa,0,0.012,0,Tuesday,0
Terusan Brigjen Katamso,0,0.012,0,Tuesday,0
Adi Flora Raya,0,0.012,0,Tuesday,0
Babakan Jeruk 4,0,0.012,0,Tuesday,0
Babakan Surabaya,0,0.012,0,Tuesday,0
Batununggal Elok 1,0,0.012,0,Tuesday,0
Batununggal Indah 1,0,0.012,0,Tuesday,0
Batununggal Indah 4,0,0.012,0,Tuesday,0
Binong Jati,0,0.012,0,Tuesday,0
Budi,0,0.012,0,Tuesday,0
Cibaduyut Lama,0,0.012,0,Tuesday,0
Cimuncang Atas,0,0.012,0,Tuesday,0
Cipaku Indah 2,0,0.012,0,Tuesday,0
Desa Buah Batu,0,0.012,0,Tuesday,0
Gegerkalong Hurip,0,0.012,0,Tuesday,0
Giri Mekar,0,0.012,0,Tuesday,0
Hercules,0,0.012,0,Tuesday,0
Jalan Ambon,0,0.012,0,Tuesday,0
Jalan Karang Anyar,0,0.012,0,Tuesday,0
Jalan Stasiun Barat,0,0.012,0,Tuesday,0
Jalan Tanjung Sari,0,0.012,0,Tuesday,0
Kanayakan,0,0.012,0,Tuesday,0
Kartini,0,0.012,0,Tuesday,0
Kuta Kencana Timur,0,0.012,0,Tuesday,0
Mars Utara 3,0,0.012,0,Tuesday,0
Mekar Wangi,0,0.012,0,Tuesday,0
Mustika Permata,0,0.012,0,Tuesday,0
Nagrog,0,0.012,0,Tuesday,0
Pajagalan,0,0.012,0,Tuesday,0
Pak Gatot Raya,0,0.012,0,Tuesday,0
Pasir Kunci,0,0.012,0,Tuesday,0
Pelindung Hewan,0,0.012,0,Tuesday,0
Rakata,0,0.012,0,Tuesday,0
Sangkuriang,0,0.012,0,Tuesday,0
Sawunggaling,0,0.012,0,Tuesday,0
Setrasari 3,0,0.012,0,Tuesday,0
Setrasari Indah,0,0.012,0,Tuesday,0
Sindangsari 3,0,0.012,0,Tuesday,0
Suka Senang,0,0.012,0,Tuesday,0
Sukakarya,0,0.012,0,Tuesday,0
Sumber Sari,0,0.012,0,Tuesday,0
Suparmin,0,0.012,0,Tuesday,0
Taman Kopo Indah 2,0,0.012,0,Tuesday,0
Taman Mekar Utama 1,0,0.012,0,Tuesday,0
Taman Sakura,0,0.012,0,Tuesday,0
Terusan Pada Saluyu Utara,0,0.012,0,Tuesday,0
Asep Berlian,0,0.012,0,Tuesday,0
Babakan,0,0.012,0,Tuesday,0
Batu Api,0,0.012,0,Tuesday,0
Borobudur Raya,0,0.012,0,Tuesday,0
Bulevar Utama,0,0.012,0,Tuesday,0
Cibiuk,0,0.012,0,Tuesday,0
Ciganitri Utara,0,0.012,0,Tuesday,0
Cikutra Baru 6,0,0.012,0,Tuesday,0
Cipadung Indah,0,0.012,0,Tuesday,0
Dago Asri 1,0,0.012,0,Tuesday,0
Fokker Tengah 4,0,0.012,0,Tuesday,0
Haji Bardan Raya,0,0.012,0,Tuesday,0
Jalan Halimun,0,0.012,0,Tuesday,0
Jalan Raya Cikadut,0,0.012,0,Tuesday,0
Jalan Soma,0,0.012,0,Tuesday,0
Kencana Wangi Utara,0,0.012,0,Tuesday,0
Manunggal,0,0.012,0,Tuesday,0
Mekar Jelita 1,0,0.012,0,Tuesday,0
Mekar Puspita,0,0.012,0,Tuesday,0
Mekar Raharja,0,0.012,0,Tuesday,0
Melati Raya,0,0.012,0,Tuesday,0
Pandu,0,0.012,0,Tuesday,0
Riung Hegar,0,0.012,0,Tuesday,0
Salam,0,0.012,0,Tuesday,0
Saluyu B10,0,0.012,0,Tuesday,0
Sari Endah,0,0.012,0,Tuesday,0
Sasak Batu,0,0.012,0,Tuesday,0
Sekemerak,0,0.012,0,Tuesday,0
Singosari,0,0.012,0,Tuesday,0
Taman Cibaduyut Indah,0,0.012,0,Tuesday,0
Terminal Sadang Serang,0,0.012,0,Tuesday,0
Wira Angun-angun,0,0.012,0,Tuesday,0
Abadi Raya,0,0.012,0,Tuesday,0
Ancol Timur 3,0,0.012,0,Tuesday,0
Babakan Karet Rancacili,0,0.012,0,Tuesday,0
Bukit Jarian,0,0.012,0,Tuesday,0
Bundaran Cibiru,0,0.012,0,Tuesday,0
Centeh,0,0.012,0,Tuesday,0
Giri Jati,0,0.012,0,Tuesday,0
Haji Kurdi,0,0.012,0,Tuesday,0
Jalan Cisadea,0,0.012,0,Tuesday,0
Jalan Kampus Polban,0,0.012,0,Tuesday,0
Kalijati Raya,0,0.012,0,Tuesday,0
Kelenteng,0,0.012,0,Tuesday,0
Manisi,0,0.012,0,Tuesday,0
Mekar Agung,0,0.012,0,Tuesday,0
Pangaritan,0,0.012,0,Tuesday,0
Parakan Saat Dalam,0,0.012,0,Tuesday,0
Pratista Barat 5,0,0.012,0,Tuesday,0
Puri Dago Mas Utara,0,0.012,0,Tuesday,0
Ranca Oray,0,0.012,0,Tuesday,0
Satria Raya,0,0.012,0,Tuesday,0
Sentra Dago Pakar,0,0.012,0,Tuesday,0
Sirna Galih,0,0.012,0,Tuesday,0
Suryalaya 4,0,0.012,0,Tuesday,0
Suryani Dalam,0,0.012,0,Tuesday,0
Terusan Karangtineung,0,0.012,0,Tuesday,0
Tongkeng Dalam,0,0.012,0,Tuesday,0
Bagusrangin,0,0.012,0,Tuesday,0
Cimekar,0,0.012,0,Tuesday,0
Ciung Wanara,0,0.012,0,Tuesday,0
Dr Slamet,0,0.012,0,Tuesday,0
Exit 142: Buah Batu/Dayeuh Kolot,0,0.012,0,Tuesday,0
Gang Sukamulya,0,0.012,0,Tuesday,0
Haji Mohammad Iskat,0,0.012,0,Tuesday,0
Imam Bonjol,0,0.012,0,Tuesday,0
Kembar 1,0,0.012,0,Tuesday,0
Kusuma Wangi,0,0.012,0,Tuesday,0
Mekar Makmur,0,0.012,0,Tuesday,0
Nuansa Valley Regency,0,0.012,0,Tuesday,0
Parakan Saat 3,0,0.012,0,Tuesday,0
Pasir Pogor,0,0.012,0,Tuesday,0
Pemakaman Cikadut,0,0.012,0,Tuesday,0
Samiaji,0,0.012,0,Tuesday,0
Semar,0,0.012,0,Tuesday,0
Sentosa Asih 2,0,0.012,0,Tuesday,0
Setra Duta Raya,0,0.012,0,Tuesday,0
Sukawangi,0,0.012,0,Tuesday,0
Terusan Batik Halus,0,0.012,0,Tuesday,0
Tubagus Ismail 7,0,0.012,0,Tuesday,0
Aeromodeling 4,0,0.012,0,Tuesday,0
Buni Sari,0,0.012,0,Tuesday,0
Cipaku Indah 5,0,0.012,0,Tuesday,0
Cisitu Indah 6,0,0.012,0,Tuesday,0
Citra Raya,0,0.012,0,Tuesday,0
Haji Sapari,0,0.012,0,Tuesday,0
